tag,date,question_count,question_pct,unanswered_count,unanswered_pct
android-pay,9/17/2018,489,2.97E-05,220,4.60E-05
ios8,9/17/2018,9400,5.71E-04,3213,6.72E-04
dropbox,9/17/2018,3068,1.86E-04,1169,2.44E-04
amazon-mws,9/17/2018,703,4.27E-05,276,5.77E-05
amazon-elastic-beanstalk,9/17/2018,651,3.95E-05,319,6.67E-05
citrix,9/17/2018,593,3.60E-05,288,6.02E-05
excel,9/17/2018,177071,0.01075701,61634,0.012888911
actionscript,9/17/2018,9100,5.53E-04,2443,5.11E-04
amazon-cloudformation,9/17/2018,2485,0.000150964,873,1.83E-04
amazon-cognito,9/17/2018,1889,1.15E-04,812,1.70E-04
cognos,9/17/2018,849,5.16E-05,381,7.97E-05
amazon-dynamodb,9/17/2018,5939,3.61E-04,2152,4.50E-04
stripe-payments,9/17/2018,4940,3.00E-04,1783,3.73E-04
amazon-ses,9/17/2018,930,5.65E-05,355,7.42E-05
amazon-rds-aurora,9/17/2018,318,1.93E-05,144,3.01E-05
dropbox-api,9/17/2018,2071,1.26E-04,829,1.73E-04
amazon-sqs,9/17/2018,1572,9.55E-05,553,1.16E-04
ios9,9/17/2018,4182,2.54E-04,1580,3.30E-04
azure,9/17/2018,60919,0.003700806,20975,0.004386258
amazon-simpledb,9/17/2018,392,2.38E-05,78,1.63E-05
amazon-ec2,9/17/2018,22687,0.001378235,8475,0.001772303
amazon-cloudwatch,9/17/2018,1159,7.04E-05,494,1.03E-04
amazon-redshift,9/17/2018,3466,2.11E-04,1250,2.61E-04
amazon-data-pipeline,9/17/2018,402,2.44E-05,199,4.16E-05
amazon-web-services,9/17/2018,63542,0.003860175,24969,0.005221554
sql-server,9/17/2018,241801,0.014689323,60629,0.012678716
amazon-swf,9/17/2018,232,1.41E-05,77,1.61E-05
amazon-elasticache,9/17/2018,431,2.62E-05,177,3.70E-05
amazon-elb,9/17/2018,1061,6.45E-05,382,7.99E-05
amazon-route53,9/17/2018,1090,6.62E-05,384,8.03E-05
amazon-kinesis,9/17/2018,758,4.60E-05,374,7.82E-05
amazon-s3,9/17/2018,25329,0.001538736,9968,0.002084522
google-spreadsheet,9/17/2018,15586,9.47E-04,5942,0.001242593
osx,9/17/2018,87347,0.005306339,87347,0.018266201
ios,9/17/2018,576462,0.035020125,188933,0.039510127
amazon-emr,9/17/2018,3034,1.84E-04,1237,2.59E-04
amazon-ebs,9/17/2018,338,2.05E-05,55,1.15E-05
amazon-sns,9/17/2018,1394,8.47E-05,598,1.25E-04
android,9/17/2018,1136508,0.069042565,424131,0.088694467
amazon-glacier,9/17/2018,191,1.16E-05,58,1.21E-05
amazon-lambda,9/17/2018,7920,4.81E-04,7920,0.001656237
actionscript-3,9/17/2018,41147,0.00249968,11029,0.002306402
amazon-ecs,9/17/2018,950,5.77E-05,447,9.35E-05
mongodb,9/17/2018,103837,0.006308066,36433,0.007618874
amazon,9/17/2018,3635,2.21E-04,1412,2.95E-04
paypal,9/17/2018,18039,0.001095882,8401,0.001756799
applepayjs,9/17/2018,30,1.82E-06,19,3.97E-06
applepay,9/17/2018,356,2.16E-05,173,3.62E-05
amazon-route53,9/16/2018,1090,6.62E-05,384,8.03E-05
amazon-rds,9/16/2018,2513,1.53E-04,1013,2.12E-04
amazon-sqs,9/16/2018,1570,9.54E-05,552,1.15E-04
azure,9/16/2018,60904,0.00370074,20968,0.004386346
amazon-swf,9/16/2018,232,1.41E-05,77,1.61E-05
amazon-ebs,9/16/2018,338,2.05E-05,55,1.15E-05
amazon-data-pipeline,9/16/2018,402,2.44E-05,199,4.16E-05
ios8,9/16/2018,9400,5.71E-04,3213,6.72E-04
dropbox-api,9/16/2018,2071,1.26E-04,829,1.73E-04
osx,9/16/2018,87329,0.005306431,87329,0.018268565
amazon-kinesis,9/16/2018,758,4.61E-05,374,7.82E-05
sql-server,9/16/2018,241768,0.014690674,60612,0.012679526
cognos,9/16/2018,849,5.16E-05,381,7.97E-05
dropbox,9/16/2018,3069,1.86E-04,1170,2.45E-04
amazon-redshift,9/16/2018,3465,2.11E-04,1251,2.62E-04
applepayjs,9/16/2018,30,1.82E-06,19,3.97E-06
amazon-lambda,9/16/2018,7918,4.81E-04,7918,0.001656385
amazon-sns,9/16/2018,1394,8.47E-05,598,1.25E-04
amazon-ecs,9/16/2018,950,5.77E-05,447,9.35E-05
amazon-elastic-beanstalk,9/16/2018,651,3.96E-05,319,6.67E-05
amazon-dynamodb,9/16/2018,5937,3.61E-04,2150,4.50E-04
applepay,9/16/2018,356,2.16E-05,173,3.62E-05
amazon-cloudformation,9/16/2018,2485,1.51E-04,874,1.83E-04
mongodb,9/16/2018,103806,0.006307619,36422,0.007619178
stripe-payments,9/16/2018,4936,3.00E-04,1780,3.72E-04
amazon-cloudwatch,9/16/2018,1160,7.05E-05,493,1.03E-04
android-pay,9/16/2018,488,2.97E-05,219,4.58E-05
windows,9/16/2018,124553,0.007568278,38905,0.008138602
amazon-glacier,9/16/2018,191,1.16E-05,58,1.21E-05
actionscript-3,9/16/2018,41146,0.002500182,11029,0.002307183
amazon,9/16/2018,3633,2.21E-04,1410,2.95E-04
excel,9/16/2018,177048,0.010758061,61630,0.012892485
actionscript,9/16/2018,9100,5.53E-04,2443,5.11E-04
amazon-elb,9/16/2018,1061,6.45E-05,382,7.99E-05
amazon-emr,9/16/2018,3034,1.84E-04,1236,2.59E-04
google-spreadsheet,9/16/2018,15577,9.47E-04,5935,0.001241553
ios,9/16/2018,576392,0.035023706,188912,0.039518974
amazon-web-services,9/16/2018,63519,0.003859646,24959,0.005221229
amazon-vpc,9/16/2018,716,4.35E-05,215,4.50E-05
amazon-ec2,9/16/2018,22683,0.001378302,8473,0.001772486
amazon-s3,9/16/2018,25323,0.001538718,9966,0.002084811
amazon-rds-aurora,9/16/2018,318,1.93E-05,144,3.01E-05
amazon-elasticache,9/16/2018,431,2.62E-05,177,3.70E-05
ios9,9/16/2018,4182,2.54E-04,1580,3.31E-04
amazon-cognito,9/16/2018,1885,1.15E-04,808,1.69E-04
amazon-mws,9/16/2018,703,4.27E-05,276,5.77E-05
amazon-cloudsearch,9/16/2018,319,1.94E-05,135,2.82E-05
paypal,9/16/2018,18036,0.00109593,8398,0.0017568
amazon-cloudfront,9/16/2018,2252,1.37E-04,881,1.84E-04
citrix,9/16/2018,593,3.60E-05,288,6.02E-05
amazon-ses,9/16/2018,930,5.65E-05,355,7.43E-05
amazon-simpledb,9/16/2018,392,2.38E-05,78,1.63E-05
android,9/16/2018,1136239,0.06904191,423967,0.088690347
mongodb,9/15/2018,103776,0.006307172,36405,0.007618229
amazon-data-pipeline,9/15/2018,402,2.44E-05,199,4.16E-05
amazon-elastic-beanstalk,9/15/2018,650,3.95E-05,318,6.65E-05
amazon-cloudformation,9/15/2018,2482,1.51E-04,872,1.82E-04
applepay,9/15/2018,356,2.16E-05,173,3.62E-05
amazon-rds-aurora,9/15/2018,318,1.93E-05,144,3.01E-05
amazon-route53,9/15/2018,1090,6.62E-05,384,8.04E-05
amazon-simpledb,9/15/2018,392,2.38E-05,78,1.63E-05
amazon-s3,9/15/2018,25316,0.001538628,9966,0.002085529
citrix,9/15/2018,593,3.60E-05,288,6.03E-05
paypal,9/15/2018,18028,0.001095683,8393,0.001756344
amazon-ec2,9/15/2018,22680,0.001378421,8476,0.001773725
ios8,9/15/2018,9400,5.71E-04,3213,6.72E-04
amazon-rds,9/15/2018,2513,1.53E-04,1014,2.12E-04
dropbox-api,9/15/2018,2070,1.26E-04,828,1.73E-04
android-pay,9/15/2018,488,2.97E-05,219,4.58E-05
osx,9/15/2018,87307,0.005306253,87307,0.018270272
amazon-cloudsearch,9/15/2018,319,1.94E-05,135,2.83E-05
amazon-cloudfront,9/15/2018,2252,1.37E-04,881,1.84E-04
amazon-mws,9/15/2018,703,4.27E-05,276,5.78E-05
amazon-kinesis,9/15/2018,757,4.60E-05,373,7.81E-05
applepayjs,9/15/2018,30,1.82E-06,19,3.98E-06
windows,9/15/2018,124532,0.007568653,38894,0.008139086
amazon-ecs,9/15/2018,948,5.76E-05,445,9.31E-05
amazon-vpc,9/15/2018,715,4.35E-05,215,4.50E-05
amazon-web-services,9/15/2018,63502,0.003859457,24956,0.005222402
amazon-cloudwatch,9/15/2018,1160,7.05E-05,493,1.03E-04
ios,9/15/2018,576303,0.035025941,188872,0.039524241
google-spreadsheet,9/15/2018,15570,9.46E-04,5930,0.001240933
android,9/15/2018,1135957,0.069039877,423816,0.088689279
amazon-elasticache,9/15/2018,431,2.62E-05,177,3.70E-05
amazon-emr,9/15/2018,3034,1.84E-04,1235,2.58E-04
amazon-cognito,9/15/2018,1885,1.15E-04,809,1.69E-04
sql-server,9/15/2018,241725,0.014691266,60592,0.012679673
amazon,9/15/2018,3632,2.21E-04,1409,2.95E-04
cognos,9/15/2018,848,5.15E-05,380,7.95E-05
dropbox,9/15/2018,3069,1.87E-04,1169,2.45E-04
amazon-sqs,9/15/2018,1570,9.54E-05,552,1.16E-04
ios9,9/15/2018,4182,2.54E-04,1580,3.31E-04
amazon-glacier,9/15/2018,191,1.16E-05,58,1.21E-05
amazon-elb,9/15/2018,1061,6.45E-05,383,8.01E-05
amazon-dynamodb,9/15/2018,5934,3.61E-04,2150,4.50E-04
actionscript-3,9/15/2018,41143,0.002500546,11025,0.002307143
stripe-payments,9/15/2018,4933,3.00E-04,1777,3.72E-04
azure,9/15/2018,60890,0.003700696,20958,0.004385735
amazon-redshift,9/15/2018,3464,2.11E-04,1252,2.62E-04
amazon-swf,9/15/2018,232,1.41E-05,77,1.61E-05
amazon-lambda,9/15/2018,7914,4.81E-04,7914,0.001656115
actionscript,9/15/2018,9100,5.53E-04,2443,5.11E-04
amazon-ebs,9/15/2018,338,2.05E-05,55,1.15E-05
excel,9/15/2018,177030,0.010759315,61628,0.012896478
amazon-ses,9/15/2018,930,5.65E-05,355,7.43E-05
amazon-sns,9/15/2018,1394,8.47E-05,598,1.25E-04
applepayjs,9/14/2018,30,1.82E-06,19,3.97E-06
amazon,9/14/2018,3638,2.21E-04,1414,2.96E-04
actionscript-3,9/14/2018,41143,0.002500098,11026,0.002304581
amazon-simpledb,9/14/2018,392,2.38E-05,78,1.63E-05
amazon-lambda,9/14/2018,7904,4.80E-04,7904,0.001652042
amazon-ses,9/14/2018,928,5.64E-05,354,7.40E-05
citrix,9/14/2018,595,3.62E-05,291,6.08E-05
amazon-cloudfront,9/14/2018,2251,1.37E-04,880,1.84E-04
stripe-payments,9/14/2018,4932,3.00E-04,1779,3.72E-04
android,9/14/2018,1136362,0.069052094,424344,0.088693568
amazon-rds,9/14/2018,2515,1.53E-04,1019,2.13E-04
amazon-cloudformation,9/14/2018,2481,1.51E-04,871,1.82E-04
paypal,9/14/2018,18047,0.001096641,8415,0.00175884
applepay,9/14/2018,356,2.16E-05,173,3.62E-05
amazon-cloudsearch,9/14/2018,319,1.94E-05,135,2.82E-05
amazon-mws,9/14/2018,703,4.27E-05,276,5.77E-05
amazon-elasticache,9/14/2018,431,2.62E-05,177,3.70E-05
amazon-cloudwatch,9/14/2018,1156,7.02E-05,494,1.03E-04
amazon-cognito,9/14/2018,1885,1.15E-04,813,1.70E-04
amazon-dynamodb,9/14/2018,5935,3.61E-04,2156,4.51E-04
ios9,9/14/2018,4184,2.54E-04,1582,3.31E-04
amazon-sqs,9/14/2018,1571,9.55E-05,554,1.16E-04
azure,9/14/2018,60863,0.003698392,20956,0.00438007
amazon-swf,9/14/2018,232,1.41E-05,77,1.61E-05
amazon-ebs,9/14/2018,338,2.05E-05,55,1.15E-05
amazon-elastic-beanstalk,9/14/2018,651,3.96E-05,319,6.67E-05
amazon-data-pipeline,9/14/2018,403,2.45E-05,200,4.18E-05
amazon-rds-aurora,9/14/2018,319,1.94E-05,145,3.03E-05
amazon-s3,9/14/2018,25314,0.001538232,9967,0.002083238
amazon-route53,9/14/2018,1089,6.62E-05,384,8.03E-05
amazon-ec2,9/14/2018,22682,0.001378295,8488,0.001774106
ios8,9/14/2018,9400,5.71E-04,3213,6.72E-04
dropbox-api,9/14/2018,2071,1.26E-04,828,1.73E-04
android-pay,9/14/2018,489,2.97E-05,220,4.60E-05
osx,9/14/2018,87323,0.005306275,87323,0.018251667
amazon-kinesis,9/14/2018,760,4.62E-05,377,7.88E-05
windows,9/14/2018,124570,0.007569606,38949,0.00814085
amazon-ecs,9/14/2018,947,5.75E-05,445,9.30E-05
amazon-vpc,9/14/2018,715,4.34E-05,215,4.49E-05
amazon-web-services,9/14/2018,63502,0.003858766,24987,0.005222619
ios,9/14/2018,576430,0.035027388,189062,0.039516485
google-spreadsheet,9/14/2018,15588,9.47E-04,5955,0.001244675
actionscript,9/14/2018,9101,5.53E-04,2444,5.11E-04
amazon-emr,9/14/2018,3034,1.84E-04,1234,2.58E-04
sql-server,9/14/2018,241717,0.014688148,60650,0.01267664
cognos,9/14/2018,848,5.15E-05,381,7.96E-05
dropbox,9/14/2018,3070,1.87E-04,1171,2.45E-04
amazon-glacier,9/14/2018,191,1.16E-05,58,1.21E-05
amazon-elb,9/14/2018,1063,6.46E-05,385,8.05E-05
amazon-redshift,9/14/2018,3457,2.10E-04,1247,2.61E-04
mongodb,9/14/2018,103837,0.006309747,36467,0.007622081
excel,9/14/2018,177106,0.010762001,61736,0.012903628
amazon-sns,9/14/2018,1394,8.47E-05,599,1.25E-04
stripe-payments,9/13/2018,4927,3.00E-04,1775,3.71E-04
amazon-cloudformation,9/13/2018,2478,1.51E-04,873,1.83E-04
applepay,9/13/2018,356,2.16E-05,174,3.64E-05
amazon-cloudwatch,9/13/2018,1155,7.02E-05,494,1.03E-04
amazon-dynamodb,9/13/2018,5928,3.60E-04,2151,4.50E-04
amazon-elastic-beanstalk,9/13/2018,651,3.96E-05,319,6.67E-05
android-pay,9/13/2018,489,2.97E-05,220,4.60E-05
amazon-ecs,9/13/2018,946,5.75E-05,444,9.29E-05
windows,9/13/2018,124538,0.007571028,38938,0.008144073
amazon-glacier,9/13/2018,191,1.16E-05,58,1.21E-05
amazon-sns,9/13/2018,1395,8.48E-05,600,1.25E-04
amazon-lambda,9/13/2018,7890,4.80E-04,7890,0.001650237
actionscript-3,9/13/2018,41143,0.002501213,11026,0.002306158
amazon,9/13/2018,3637,2.21E-04,1414,2.96E-04
applepayjs,9/13/2018,30,1.82E-06,19,3.97E-06
amazon-web-services,9/13/2018,63431,0.003856169,24951,0.005218654
excel,9/13/2018,176989,0.010759681,61683,0.0129013
amazon-redshift,9/13/2018,3453,2.10E-04,1247,2.61E-04
amazon-elb,9/13/2018,1063,6.46E-05,386,8.07E-05
dropbox,9/13/2018,3068,1.87E-04,1170,2.45E-04
cognos,9/13/2018,847,5.15E-05,380,7.95E-05
sql-server,9/13/2018,241602,0.014687689,60600,0.012674783
amazon-emr,9/13/2018,3031,1.84E-04,1233,2.58E-04
actionscript,9/13/2018,9101,5.53E-04,2444,5.11E-04
google-spreadsheet,9/13/2018,15569,9.46E-04,5943,0.001243008
ios,9/13/2018,576271,0.035033358,189005,0.039531673
amazon-vpc,9/13/2018,712,4.33E-05,213,4.46E-05
osx,9/13/2018,87301,0.005307308,87301,0.018259598
amazon-kinesis,9/13/2018,759,4.61E-05,376,7.86E-05
dropbox-api,9/13/2018,2071,1.26E-04,828,1.73E-04
ios8,9/13/2018,9400,5.71E-04,3213,6.72E-04
amazon-ec2,9/13/2018,22671,0.001378241,8483,0.00177427
amazon-route53,9/13/2018,1087,6.61E-05,383,8.01E-05
amazon-data-pipeline,9/13/2018,403,2.45E-05,200,4.18E-05
amazon-s3,9/13/2018,25292,0.00153758,9952,0.002081521
amazon-rds-aurora,9/13/2018,319,1.94E-05,145,3.03E-05
amazon-ebs,9/13/2018,338,2.05E-05,55,1.15E-05
amazon-swf,9/13/2018,232,1.41E-05,77,1.61E-05
azure,9/13/2018,60812,0.003696938,20923,0.004376147
amazon-sqs,9/13/2018,1569,9.54E-05,552,1.15E-04
ios9,9/13/2018,4184,2.54E-04,1583,3.31E-04
amazon-cognito,9/13/2018,1879,1.14E-04,808,1.69E-04
amazon-mws,9/13/2018,702,4.27E-05,276,5.77E-05
amazon-elasticache,9/13/2018,431,2.62E-05,177,3.70E-05
amazon-cloudsearch,9/13/2018,319,1.94E-05,135,2.82E-05
paypal,9/13/2018,18042,0.001096825,8412,0.00175941
amazon-rds,9/13/2018,2513,1.53E-04,1018,2.13E-04
android,9/13/2018,1135961,0.069058482,424158,0.088714881
amazon-cloudfront,9/13/2018,2248,1.37E-04,878,1.84E-04
citrix,9/13/2018,596,3.62E-05,292,6.11E-05
amazon-ses,9/13/2018,928,5.64E-05,354,7.40E-05
amazon-simpledb,9/13/2018,392,2.38E-05,78,1.63E-05
mongodb,9/13/2018,103774,0.006308727,36423,0.007618053
amazon-cognito,9/12/2018,1875,1.14E-04,804,1.68E-04
amazon-cloudsearch,9/12/2018,319,1.94E-05,135,2.83E-05
amazon-elasticache,9/12/2018,429,2.61E-05,175,3.66E-05
amazon-cloudwatch,9/12/2018,1151,7.00E-05,491,1.03E-04
amazon-mws,9/12/2018,700,4.26E-05,274,5.74E-05
actionscript-3,9/12/2018,41143,0.0025024,11028,0.002308342
amazon-redshift,9/12/2018,3445,2.10E-04,1243,2.60E-04
amazon-lambda,9/12/2018,7875,4.79E-04,7875,0.001648365
amazon-glacier,9/12/2018,191,1.16E-05,58,1.21E-05
amazon-elb,9/12/2018,1062,6.46E-05,385,8.06E-05
amazon-simpledb,9/12/2018,392,2.38E-05,78,1.63E-05
dropbox,9/12/2018,3067,1.87E-04,1169,2.45E-04
applepayjs,9/12/2018,30,1.82E-06,19,3.98E-06
cognos,9/12/2018,847,5.15E-05,380,7.95E-05
sql-server,9/12/2018,241486,0.01468762,60570,0.012678219
amazon-emr,9/12/2018,3028,1.84E-04,1233,2.58E-04
amazon-ses,9/12/2018,928,5.64E-05,354,7.41E-05
actionscript,9/12/2018,9101,5.54E-04,2444,5.12E-04
google-spreadsheet,9/12/2018,15553,9.46E-04,5933,0.00124187
amazon-sns,9/12/2018,1394,8.48E-05,599,1.25E-04
ios,9/12/2018,576082,0.035038496,188914,0.039542819
amazon-web-services,9/12/2018,63361,0.003853742,24906,0.005213228
amazon-vpc,9/12/2018,712,4.33E-05,213,4.46E-05
citrix,9/12/2018,596,3.62E-05,292,6.11E-05
amazon-cloudfront,9/12/2018,2246,1.37E-04,877,1.84E-04
osx,9/12/2018,87267,0.005307758,87267,0.01826642
amazon-kinesis,9/12/2018,759,4.62E-05,376,7.87E-05
android-pay,9/12/2018,489,2.97E-05,220,4.60E-05
amazon-ecs,9/12/2018,944,5.74E-05,443,9.27E-05
dropbox-api,9/12/2018,2070,1.26E-04,827,1.73E-04
stripe-payments,9/12/2018,4925,3.00E-04,1773,3.71E-04
excel,9/12/2018,176888,0.010758652,61639,0.012901974
windows,9/12/2018,124494,0.007571953,38907,0.008143825
ios8,9/12/2018,9400,5.72E-04,3213,6.73E-04
mongodb,9/12/2018,103697,0.006307043,36374,0.007613633
amazon-ec2,9/12/2018,22658,0.001378105,8471,0.001773117
amazon-data-pipeline,9/12/2018,403,2.45E-05,200,4.19E-05
amazon-route53,9/12/2018,1085,6.60E-05,382,8.00E-05
android,9/12/2018,1135496,0.069063029,423927,0.088734623
amazon-s3,9/12/2018,25268,0.00153685,9936,0.002079765
amazon-elastic-beanstalk,9/12/2018,651,3.96E-05,319,6.68E-05
amazon-cloudformation,9/12/2018,2470,1.50E-04,866,1.81E-04
amazon-rds-aurora,9/12/2018,319,1.94E-05,145,3.04E-05
amazon-rds,9/12/2018,2512,1.53E-04,1019,2.13E-04
amazon,9/12/2018,3635,2.21E-04,1411,2.95E-04
amazon-ebs,9/12/2018,338,2.06E-05,55,1.15E-05
paypal,9/12/2018,18030,0.001096617,8403,0.001758874
amazon-swf,9/12/2018,232,1.41E-05,77,1.61E-05
applepay,9/12/2018,356,2.17E-05,174,3.64E-05
amazon-sqs,9/12/2018,1566,9.52E-05,550,1.15E-04
ios9,9/12/2018,4182,2.54E-04,1581,3.31E-04
amazon-dynamodb,9/12/2018,5924,3.60E-04,2148,4.50E-04
azure,9/12/2018,60766,0.003695898,20900,0.004374681
amazon-elastic-beanstalk,9/10/2018,650,3.96E-05,318,6.67E-05
amazon,9/10/2018,3632,2.21E-04,1409,2.95E-04
amazon-cloudsearch,9/10/2018,319,1.94E-05,136,2.85E-05
android-pay,9/10/2018,489,2.98E-05,220,4.61E-05
amazon-lambda,9/10/2018,7833,4.77E-04,7833,0.00164176
amazon-cloudfront,9/10/2018,2241,1.36E-04,872,1.83E-04
cognos,9/10/2018,847,5.16E-05,380,7.96E-05
dropbox,9/10/2018,3065,1.87E-04,1168,2.45E-04
amazon-mws,9/10/2018,700,4.26E-05,274,5.74E-05
applepayjs,9/10/2018,30,1.83E-06,19,3.98E-06
amazon-web-services,9/10/2018,63241,0.003849848,24834,0.005205098
amazon-elasticache,9/10/2018,428,2.61E-05,174,3.65E-05
android,9/10/2018,1134655,0.069072967,423513,0.088766304
actionscript-3,9/10/2018,41141,0.002504493,11027,0.002311212
sql-server,9/10/2018,241242,0.014685775,60482,0.012676741
amazon-rds-aurora,9/10/2018,317,1.93E-05,143,3.00E-05
citrix,9/10/2018,595,3.62E-05,290,6.08E-05
amazon-data-pipeline,9/10/2018,402,2.45E-05,199,4.17E-05
amazon-kinesis,9/10/2018,758,4.61E-05,375,7.86E-05
amazon-dynamodb,9/10/2018,5914,3.60E-04,2143,4.49E-04
amazon-cloudformation,9/10/2018,2462,1.50E-04,862,1.81E-04
amazon-emr,9/10/2018,3017,1.84E-04,1224,2.57E-04
amazon-glacier,9/10/2018,191,1.16E-05,58,1.22E-05
amazon-elb,9/10/2018,1063,6.47E-05,385,8.07E-05
amazon-ses,9/10/2018,925,5.63E-05,351,7.36E-05
amazon-swf,9/10/2018,232,1.41E-05,77,1.61E-05
amazon-sqs,9/10/2018,1562,9.51E-05,547,1.15E-04
google-spreadsheet,9/10/2018,15531,9.45E-04,5926,0.001242061
amazon-ecs,9/10/2018,937,5.70E-05,438,9.18E-05
applepay,9/10/2018,353,2.15E-05,171,3.58E-05
amazon-cognito,9/10/2018,1871,1.14E-04,803,1.68E-04
amazon-sns,9/10/2018,1391,8.47E-05,599,1.26E-04
paypal,9/10/2018,18019,0.001096918,8392,0.001758917
amazon-simpledb,9/10/2018,392,2.39E-05,78,1.63E-05
amazon-rds,9/10/2018,2508,1.53E-04,1015,2.13E-04
amazon-ebs,9/10/2018,337,2.05E-05,54,1.13E-05
amazon-route53,9/10/2018,1084,6.60E-05,382,8.01E-05
actionscript,9/10/2018,9100,5.54E-04,2443,5.12E-04
amazon-ec2,9/10/2018,22631,0.001377681,8455,0.001772131
dropbox-api,9/10/2018,2068,1.26E-04,825,1.73E-04
ios,9/10/2018,575736,0.035048451,188760,0.039563361
amazon-redshift,9/10/2018,3435,2.09E-04,1239,2.60E-04
excel,9/10/2018,176642,0.010753207,61541,0.012898708
ios8,9/10/2018,9400,5.72E-04,3213,6.73E-04
amazon-cloudwatch,9/10/2018,1149,6.99E-05,491,1.03E-04
windows,9/10/2018,124412,0.007573668,38856,0.008144036
mongodb,9/10/2018,103580,0.006305507,36332,0.007615015
stripe-payments,9/10/2018,4919,2.99E-04,1769,3.71E-04
azure,9/10/2018,60653,0.003692291,20849,0.004369839
osx,9/10/2018,87225,0.0053099,87225,0.018282009
amazon-s3,9/10/2018,25235,0.001536201,9915,0.002078141
ios9,9/10/2018,4182,2.55E-04,1581,3.31E-04
amazon-vpc,9/10/2018,711,4.33E-05,211,4.42E-05
citrix,9/9/2018,595,3.62E-05,290,6.08E-05
amazon-web-services,9/9/2018,63222,0.003849548,24821,0.005204191
amazon-ecs,9/9/2018,937,5.71E-05,438,9.18E-05
excel,9/9/2018,176609,0.010753595,61533,0.012901534
amazon-dynamodb,9/9/2018,5910,3.60E-04,2141,4.49E-04
amazon-swf,9/9/2018,232,1.41E-05,77,1.61E-05
amazon-mws,9/9/2018,700,4.26E-05,275,5.77E-05
amazon-cloudfront,9/9/2018,2241,1.36E-04,872,1.83E-04
amazon-data-pipeline,9/9/2018,402,2.45E-05,199,4.17E-05
amazon-rds-aurora,9/9/2018,317,1.93E-05,144,3.02E-05
amazon-cognito,9/9/2018,1869,1.14E-04,803,1.68E-04
dropbox-api,9/9/2018,2068,1.26E-04,825,1.73E-04
actionscript-3,9/9/2018,41138,0.002504868,11024,0.002311389
ios9,9/9/2018,4182,2.55E-04,1581,3.31E-04
android-pay,9/9/2018,489,2.98E-05,220,4.61E-05
osx,9/9/2018,87216,0.005310531,87216,0.018286477
stripe-payments,9/9/2018,4918,2.99E-04,1768,3.71E-04
amazon-sns,9/9/2018,1390,8.46E-05,599,1.26E-04
applepay,9/9/2018,353,2.15E-05,171,3.59E-05
amazon-kinesis,9/9/2018,757,4.61E-05,374,7.84E-05
amazon-cloudformation,9/9/2018,2461,1.50E-04,862,1.81E-04
android,9/9/2018,1134378,0.06907149,423380,0.088769555
amazon,9/9/2018,3632,2.21E-04,1410,2.96E-04
amazon-rds,9/9/2018,2508,1.53E-04,1015,2.13E-04
dropbox,9/9/2018,3066,1.87E-04,1168,2.45E-04
amazon-elb,9/9/2018,1062,6.47E-05,385,8.07E-05
amazon-lambda,9/9/2018,7822,4.76E-04,7822,0.00164003
paypal,9/9/2018,18018,0.001097102,8392,0.001759536
amazon-cloudsearch,9/9/2018,319,1.94E-05,136,2.85E-05
amazon-s3,9/9/2018,25229,0.001536178,9910,0.002077819
amazon-elastic-beanstalk,9/9/2018,649,3.95E-05,318,6.67E-05
cognos,9/9/2018,847,5.16E-05,380,7.97E-05
amazon-sqs,9/9/2018,1562,9.51E-05,547,1.15E-04
sql-server,9/9/2018,241216,0.014687466,60475,0.012679696
amazon-emr,9/9/2018,3013,1.83E-04,1220,2.56E-04
amazon-ses,9/9/2018,924,5.63E-05,351,7.36E-05
google-spreadsheet,9/9/2018,15522,9.45E-04,5923,0.001241867
amazon-elasticache,9/9/2018,428,2.61E-05,174,3.65E-05
amazon-glacier,9/9/2018,191,1.16E-05,58,1.22E-05
amazon-simpledb,9/9/2018,392,2.39E-05,78,1.64E-05
amazon-ebs,9/9/2018,337,2.05E-05,54,1.13E-05
actionscript,9/9/2018,9100,5.54E-04,2443,5.12E-04
amazon-ec2,9/9/2018,22627,0.001377744,8452,0.001772122
amazon-route53,9/9/2018,1084,6.60E-05,382,8.01E-05
windows,9/9/2018,124400,0.007574626,38853,0.00814625
ios,9/9/2018,575662,0.035051724,188717,0.03956809
ios8,9/9/2018,9400,5.72E-04,3213,6.74E-04
azure,9/9/2018,60633,0.003691899,20834,0.00436823
amazon-redshift,9/9/2018,3434,2.09E-04,1239,2.60E-04
amazon-cloudwatch,9/9/2018,1148,6.99E-05,490,1.03E-04
applepayjs,9/9/2018,30,1.83E-06,19,3.98E-06
amazon-vpc,9/9/2018,711,4.33E-05,211,4.42E-05
mongodb,9/9/2018,103542,0.006304598,36317,0.007614532
amazon-cognito,9/8/2018,1868,1.14E-04,803,1.68E-04
amazon-cloudsearch,9/8/2018,319,1.94E-05,136,2.85E-05
amazon-cloudwatch,9/8/2018,1147,6.99E-05,489,1.03E-04
amazon-mws,9/8/2018,700,4.26E-05,275,5.77E-05
amazon-simpledb,9/8/2018,392,2.39E-05,78,1.64E-05
paypal,9/8/2018,18013,0.001097033,8388,0.001759295
amazon-elb,9/8/2018,1061,6.46E-05,384,8.05E-05
amazon-lambda,9/8/2018,7818,4.76E-04,7818,0.00163975
dropbox,9/8/2018,3066,1.87E-04,1169,2.45E-04
sql-server,9/8/2018,241187,0.014688848,60459,0.012680657
amazon-emr,9/8/2018,3013,1.83E-04,1220,2.56E-04
